37.64,-26.06,0
38.84,-27.88,0
41.02,-21.86,0
38.54,-28.01,0
40.15,-25.15,0
59.06,-20.46,0
50.57,-24.78,0
50.61,-25.49,0
51.71,-19.52,0
45.12,-23.88,0
47.77,-28.71,0
48.61,-18.89,0
50.16,-25.69,0
47.86,-27.23,0
46.95,-18.35,0
54.01,-16.7,0
45.45,-26.33,0
48.4,-26.09,0
53.49,-20.78,0
51.11,-28.44,0
49.13,-26.42,0
48.26,-24.49,0
53.37,-25.5,0
50.08,-21.23,0
48.5,-27.83,0
51.09,-26.21,0
51.91,-22.53,0
45,-25.55,0
48.67,-28.1,0
47.4,-23.67,0
43.59,-29.01,0
44.1,-30.87,0
42.96,-25.28,0
43.27,-25.65,0
41.15,-27.11,0
45.86,-24.01,0
39.04,-27.97,0
44.37,-30.48,0
44.47,-23.7,0
44,-30.26,0
39.96,-31.17,0
44.19,-23.57,0
44.47,-21.76,0
47.15,-26.13,0
45.11,-23.13,0
40.68,-23.71,0
46.11,-28.77,0
43.57,-28.33,0
47.68,-22.71,0
45.07,-25.11,0
42.73,-26.23,0
47.51,-24.89,0
46.95,-27.14,0
38.82,-26.29,0
46.92,-23.03,0
50.78,-24.43,0
45.57,-24.99,0
39.36,-29.78,0
43.15,-28.33,0
37.42,-25.29,0
42.75,-27.56,0
43.04,-23.97,0
43.06,-22.28,0
42.77,-28.86,0
41.04,-28.78,0
47.5,-23.79,0
44.67,-27.39,0
40.42,-28.31,0
44.11,-23.1,0
46.08,-25.89,0
40.31,-25.84,0
48.66,-27.01,0
45.07,-23.02,0
45.44,-31.6,0
49.2,-27.4,0
48.41,-29.35,0
38.25,-33.56,0
39.41,-29.73,0
41.48,-26.03,0
43.25,-30.34,0
42.06,-27.99,0
48.54,-29.51,0
49.31,-30.2,0
39.93,-24.31,0
44.85,-27.43,0
47.34,-27.34,0
46.96,-24.34,0
42.09,-27.72,0
44.26,-28.11,0
40.56,-25.1,0
37.18,-29.51,0
46.25,-28.44,0
43.4,-23.56,0
33.81,-28,0
37.8,-29.53,0
40.46,-26.22,0
41.48,-28.34,0
34.18,-27.33,0
43.55,-24.1,0
39.14,-31.21,0
38.62,-33.32,0
36.71,-27.07,0
40.78,-29.21,0
29.24,-33.56,0
33.68,-28.73,0
29.6,-25.06,0
35.99,-31.82,0
31.42,-29.26,0
40.43,-26.54,0
35.43,-22.54,0
28.16,-22.31,0
33.51,-22.97,0
37.25,-27.51,0
38.72,-28.72,0
39.42,-25.82,0
37.84,-25.89,0
35.67,-24.78,0
35.04,-28.68,0
39.74,-26.22,0
37.99,-26.41,0
35.31,-30.07,0
39.58,-26.44,0
32.81,-22.82,0
32.76,-30.67,0
32.71,-28.93,0
33.41,-19.5,0
30.2,-20.2,0
38.31,-25.84,0
36.13,-23.01,0
36.69,-26.13,0
35.29,-25.39,0
35.26,-22.43,0
38.8,-22.44,0
35.95,-27.02,0
30.1,-26.65,0
30.45,-24.13,0
33.6,-24.54,0
30.6,-27.24,0
39.35,-26.33,0
33.3,-25.49,0
34.64,-24.03,0
32.44,-23.51,0
32.19,-24.91,0
32.03,-27.71,0
30.86,-25.2,0
33.98,-26.95,0
31.66,-23.86,0
22.23,-26,0
22.93,-23.69,0
18.81,-18.26,0
17.05,-25.11,0
24.47,-23.25,0
21.7,-18.72,0
21.2,-29.2,0
23.87,-25.3,0
25.23,-17.66,0
17.87,-22.46,0
18.2,-22.52,0
18.62,-17.62,0
23.85,-24.48,0
21.76,-26.09,0
25.21,-20.79,0
24.99,-20.14,0
20.49,-25.52,0
31.84,-21.58,0
31.1,-20.85,0
24.52,-25.52,0
29.73,-23.88,0
29.13,-21.84,0
29.54,-21.45,0
29.52,-22.93,0
37.07,-22.41,0
27.91,-26.09,0
29.49,-21.1,0
28.48,-24.48,0
34.83,-26.2,0
33.38,-23.83,0
30.29,-27.05,0
33.39,-24.12,0
33.14,-20.22,0
34.2,-30.14,0
28.85,-26.4,0
33.13,-21.59,0
29.4,-25.27,0
31.99,-21.24,0
37.03,-18.58,0
32.86,-23.02,0
27.42,-26.94,0
32.55,-25.79,0
31.86,-22.38,0
31.33,-28.74,0
38.28,-21.23,0
35.36,-23.29,0
40.32,-28.84,0
37.25,-24.89,0
38.81,-27.24,0
36.27,-27.09,0
29.42,-21.59,0
42.08,-21.26,0
38.48,-25.06,0
37.1,-24.23,0
35.11,-25.04,0
41.04,-25.19,0
32.53,-19.96,0
32.48,-25.6,0
38.78,-25.23,0
35.86,-22.52,0
32.58,-28.2,0
40.02,-26.81,0
40.2,-23.61,0
33.98,-26.2,0
37.98,-25.06,0
43.44,-19.5,0
40.3,-23.69,0
42.54,-24.91,0
39.42,-21.65,0
33.12,-25.86,0
29.16,-27.55,0
38.69,-22.17,0
34.8,-23.56,0
31.09,-29.06,0
32.85,-24.15,0
32.89,-23.13,0
37.02,-27.98,0
36.32,-25.65,0
39.97,-24.09,0
31.71,-25.49,0
36.36,-28.72,0
42.64,-24.03,0
40.26,-28.23,0
43.56,-27.14,0
39.96,-24.92,0
38.33,-27.91,0
36.45,-26.73,0
39.35,-25.86,0
45.47,-25.09,0
37.41,-26.89,0
44.83,-29.29,0
43.89,-27.2,0
44.92,-25.77,0
40.37,-28.72,0
41.91,-26.89,0
43,-24.92,0
41.15,-29.64,0
45.32,-29.97,0
43.61,-21.48,0
43.2,-26.61,0
42.22,-32.38,0
45.59,-28.97,0
46.14,-26.7,0
45.54,-27.53,0
42.71,-22.62,0
42.14,-26.65,0
39.99,-30.64,0
38.81,-25.27,0
39.15,-28.96,0
43.3,-31.6,0
39.61,-27.24,0
46.03,-23.88,0
40.32,-27.71,0
43.12,-24.19,0
39.22,-20.41,0
41.05,-24.41,0
41.23,-26.4,0
40.61,-29.16,0
35.17,-26.7,0
38.55,-27.33,0
43.62,-27.18,0
43.06,-23.68,0
41.09,-22.17,0
34.75,-31,0
39.57,-29.98,0
44.01,-25.26,0
39.87,-29.43,0
41.38,-30.75,0
51.94,-24.26,0
50.63,-30.27,0
46.46,-29.32,0
43.69,-20.74,0
44.79,-24.21,0
39.24,-32.87,0
50.08,-25.4,0
47.8,-31.13,0
36.03,-29.68,0
42.45,-23.82,0
42.07,-27.09,0
46.84,-26.84,0
41.77,-32,0
47.15,-29.78,0
37.68,-31.68,0
38.28,-29.72,0
44.98,-28.12,0
47.62,-23.39,0
49.01,-25.22,0
47.93,-27.35,0
49.81,-30.16,0
42.82,-27.54,0
